"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AR465","M48","NRS1","P10","R50","V521"
"rpmA","","50S ribosomal protein L27","6","6","1","1","3767","","","","284","284","284","AR465_01956","M48_01636","NRS1_01704","P10_01617","R50_01639","V521_01686"
"pstA","","Phosphate transport system permease protein PstA","6","6","1","1","2824","","","","917","917","917","AR465_02274","M48_01382","NRS1_01957","P10_01294","R50_01321","V521_01430"
"ptpB","","Low molecular weight protein-tyrosine-phosphatase PtpB","6","6","1","1","1445","","","","419","419","419","AR465_01472","M48_02362","NRS1_02651","P10_02105","R50_02050","V521_02405"
"group_2195","","hypothetical protein","6","6","1","1","1937","","","","764","764","764","AR465_00252","M48_00640","NRS1_01093","P10_00493","R50_00502","V521_00680"
"group_2196","","hypothetical protein","6","6","1","1","1450","","","","353","353","353","AR465_01477","M48_02357","NRS1_02646","P10_02100","R50_02045","V521_02400"
"group_2197","","hypothetical protein","6","6","1","1","990","","","","452","452","452","AR465_01134","M48_02646","NRS1_00186","P10_02374","R50_02317","V521_02685"
"murJ","","Lipid II flippase MurJ","6","6","1","1","3665","","","","1661","1661","1661","AR465_01852","M48_01742","NRS1_01599","P10_01714","R50_01739","V521_01793"
"dagK","","Diacylglycerol kinase","6","6","1","1","3394","","","","947","947","947","AR465_01671","M48_01996","NRS1_01417","P10_01910","R50_01909","V521_02046"
"group_220","","hypothetical protein","6","6","1","1","167","","","","386","386","386","AR465_00453","M48_00415","NRS1_00871","P10_00300","R50_00296","V521_00454"
"group_2200","","hypothetical protein","6","6","1","1","3141","","","","1295","1295","1295","AR465_02583","M48_01071","NRS1_02265","P10_00938","R50_00996","V521_01118"
"group_2201","","hypothetical protein","6","6","1","1","2938","","","","392","392","392","AR465_02380","M48_01271","NRS1_02063","P10_01203","R50_01196","V521_01321"
"hdl IVa","","(S)-2-haloacid dehalogenase 4A","6","6","1","1","1962","","","","719","719","719","AR465_00227","M48_00675","NRS1_01118","P10_00527","R50_00533","V521_00715"
"group_2203","","hypothetical protein","6","6","1","1","3533","","","","1145","1145","1145","AR465_01704","M48_01895","NRS1_01450","P10_01832","R50_01876","V521_01946"
"atpD","","ATP synthase subunit beta","6","6","1","1","1457","","","","1412","1412","1412","AR465_01484","M48_02350","NRS1_02639","P10_02093","R50_02038","V521_02393"
"group_2205","","hypothetical protein","6","6","1","1","788","","","","239","239","239","AR465_01400","M48_02443","NRS1_02723","P10_02170","R50_02120","V521_02482"
"sdcS","","Sodium-dependent dicarboxylate transporter SdcS","6","6","1","1","3375","","","","1562","1562","1562","AR465_01652","M48_02015","NRS1_01398","P10_01929","R50_01928","V521_02065"
"yclN","","Petrobactin import system permease protein YclN","6","6","1","1","2325","","","","1013","1013","1013","AR465_00108","M48_00793","NRS1_01237","P10_00661","R50_00652","V521_00833"
"hup","","DNA-binding protein HU","6","6","1","1","88","","","","272","272","272","AR465_02192","M48_01467","NRS1_01874","P10_01379","R50_01403","V521_01515"
"group_2209","","hypothetical protein","6","6","1","1","3240","","","","185","185","185","AR465_02680","M48_00973","NRS1_02362","P10_00839","R50_00900","V521_01018"
"group_221","","hypothetical protein","6","6","1","1","197","","","","389","389","389","AR465_00480","M48_00387","NRS1_00844","P10_00272","R50_00266","V521_00425"
"cpdA_1","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","6","6","1","1","3557","","","","1196","1196","1196","AR465_01757","M48_01841","NRS1_01503","P10_01812","R50_01826","V521_01892"
"rpsN2","","Alternate 30S ribosomal protein S14","6","6","1","1","2875","","","","269","269","269","AR465_02324","M48_01334","NRS1_02006","P10_01246","R50_01256","V521_01380"
"citZ","","Citrate synthase 2","6","6","1","1","3723","","","","1121","1121","1121","AR465_01910","M48_01683","NRS1_01658","P10_01657","R50_01679","V521_01733"
"recA","","Protein RecA","6","6","1","1","2935","","","","1043","1043","1043","AR465_02377","M48_01274","NRS1_02060","P10_01206","R50_01199","V521_01324"
"nreC","","Oxygen regulatory protein NreC","6","6","1","1","992","","","","653","653","653","AR465_01136","M48_02644","NRS1_00184","P10_02372","R50_02315","V521_02683"
"acnA","","Aconitate hydratase A","6","6","1","1","2861","","","","2705","2705","2705","AR465_02310","M48_01347","NRS1_01993","P10_01259","R50_01269","V521_01393"
"group_2216","","hypothetical protein","6","6","1","1","1384","","","","1370","1370","1370","AR465_01409","M48_02431","NRS1_02714","P10_02160","R50_02111","V521_02470"
"group_2217","","putative metallo-hydrolase","6","6","1","1","3867","","","","623","623","623","AR465_02053","M48_01538","NRS1_01801","P10_01520","R50_01543","V521_01587"
"nrdR","","Transcriptional repressor NrdR","6","6","1","1","3732","","","","470","470","470","AR465_01919","M48_01674","NRS1_01667","P10_01648","R50_01670","V521_01724"
"group_2219","","hypothetical protein","6","6","1","1","3286","","","","323","323","323","AR465_02724","M48_00929","NRS1_02406","P10_00795","R50_00855","V521_00973"
"tatC2","","Sec-independent protein translocase protein TatCy","6","6","1","1","199","","","","605","701","621","AR465_00482","M48_00385","NRS1_00842","P10_00270","R50_00264","V521_00423"
"rpsH","","30S ribosomal protein S8","6","6","1","1","1146","","","","398","398","398","AR465_01286","M48_02492","NRS1_00033","P10_02219","R50_02164","V521_02531"
"nrdF","","Ribonucleoside-diphosphate reductase subunit beta","6","6","1","1","2326","","","","971","971","971","AR465_00109","M48_00792","NRS1_01236","P10_00660","R50_00651","V521_00832"
"yhaM","","3'-5' exoribonuclease YhaM","6","6","1","1","3559","","","","941","941","941","AR465_01759","M48_01839","NRS1_01505","P10_01810","R50_01824","V521_01890"
"fabG","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","6","6","1","1","2991","","","","734","734","734","AR465_02432","M48_01220","NRS1_02114","P10_01152","R50_01145","V521_01269"
"dtd","","D-aminoacyl-tRNA deacylase","6","6","1","1","3779","","","","452","452","452","AR465_01968","M48_01624","NRS1_01716","P10_01605","R50_01627","V521_01674"
"recU","","Holliday junction resolvase RecU","6","6","1","1","64","","","","626","626","626","AR465_02215","M48_01444","NRS1_01897","P10_01356","R50_01380","V521_01492"
"hslV","","ATP-dependent protease subunit HslV","6","6","1","1","2967","","","","545","545","545","AR465_02409","M48_01242","NRS1_02092","P10_01174","R50_01167","V521_01292"
"group_2227","","putative autolysin SsaALP","6","6","1","1","2014","","","","797","797","797","AR465_00175","M48_00726","NRS1_01170","P10_00578","R50_00584","V521_00766"
"group_2228","","hypothetical protein","6","6","1","1","3361","","","","557","557","557","AR465_01642","M48_02025","NRS1_01388","P10_01939","R50_01944","V521_02075"
"hfq","","RNA-binding protein Hfq","6","6","1","1","2917","","","","233","233","233","AR465_02359","M48_01292","NRS1_02042","P10_01224","R50_01217","V521_01343"
"efeM","","putative iron uptake system component EfeM","6","6","1","1","202","","","","656","854","788","AR465_00485","M48_00381","NRS1_00839","P10_00267","R50_00261","V521_00419"
"yfbR","","5'-deoxynucleotidase YfbR","6","6","1","1","2301","","","","650","650","650","AR465_00085","M48_00817","NRS1_01260","P10_00684","R50_00675","V521_00856"
"group_2231","","hypothetical protein","6","6","1","1","924","","","","257","257","257","AR465_01070","M48_02710","NRS1_00250","P10_02438","R50_02381","V521_02751"
"mntA","","Manganese-binding lipoprotein MntA","6","6","1","1","1981","","","","929","929","929","AR465_00208","M48_00693","NRS1_01137","P10_00545","R50_00551","V521_00733"
"sarA","","Transcriptional regulator SarA","6","6","1","1","1967","","","","374","374","374","AR465_00222","M48_00680","NRS1_01123","P10_00532","R50_00538","V521_00720"
"group_2234","","hypothetical protein","6","6","1","1","3195","","","","176","176","176","AR465_02633","M48_01021","NRS1_02315","P10_00887","R50_00947","V521_01066"
"pstB3","","Phosphate import ATP-binding protein PstB 3","6","6","1","1","2825","","","","851","851","851","AR465_02275","M48_01381","NRS1_01958","P10_01293","R50_01320","V521_01429"
"xseB","","Exodeoxyribonuclease 7 small subunit","6","6","1","1","3889","","","","230","230","230","AR465_02075","M48_01516","NRS1_01823","P10_01498","R50_01521","V521_01565"
"group_2237","","hypothetical protein","6","6","1","1","3190","","","","245","245","245","AR465_02628","M48_01026","NRS1_02310","P10_00892","R50_00952","V521_01071"
"group_2238","","hypothetical protein","6","6","1","1","1472","","","","293","293","293","AR465_01499","M48_02335","NRS1_02624","P10_02078","R50_02023","V521_02378"
"rpsE","","30S ribosomal protein S5","6","6","1","1","1149","","","","500","500","500","AR465_01289","M48_02489","NRS1_00030","P10_02216","R50_02161","V521_02528"
"group_2240","","hypothetical protein","6","6","1","1","2028","","","","299","299","299","AR465_00162","M48_00739","NRS1_01183","P10_00592","R50_00598","V521_00779"
"group_2241","","hypothetical protein","6","6","1","1","3131","","","","218","218","218","AR465_02573","M48_01081","NRS1_02255","P10_00948","R50_01006","V521_01128"
"slyA_1","","Transcriptional regulator SlyA","6","6","1","1","211","","","","419","419","419","AR465_00494","M48_00372","NRS1_00829","P10_00258","R50_00252","V521_00410"
"rpmD","","50S ribosomal protein L30","6","6","1","1","1150","","","","179","179","179","AR465_01290","M48_02488","NRS1_00029","P10_02215","R50_02160","V521_02527"
"yjlD","","NADH dehydrogenase-like protein YjlD","6","6","1","1","3285","","","","1064","1064","1064","AR465_02723","M48_00930","NRS1_02405","P10_00796","R50_00856","V521_00974"
"rpsT","","30S ribosomal protein S20","6","6","1","1","3827","","","","251","251","251","AR465_02014","M48_01577","NRS1_01762","P10_01560","R50_01582","V521_01626"
"group_2246","","hypothetical protein","6","6","1","1","2300","","","","236","236","236","AR465_00084","M48_00818","NRS1_01261","P10_00685","R50_00676","V521_00857"
"group_2247","","putative tautomerase","6","6","1","1","2849","","","","188","188","188","AR465_02298","M48_01359","NRS1_01981","P10_01271","R50_01281","V521_01406"
"gapA1","","Glyceraldehyde-3-phosphate dehydrogenase 1","6","6","1","1","3471","","","","1010","1010","1010","AR465_00068","M48_00834","NRS1_01278","P10_00701","R50_00692","V521_00873"
"rpoZ","","DNA-directed RNA polymerase subunit omega","6","6","1","1","3012","","","","218","218","218","AR465_02453","M48_01199","NRS1_02135","P10_01131","R50_01124","V521_01248"
"glpT","","Glycerol-3-phosphate transporter","6","6","1","1","208","","","","1064","1358","1309","AR465_00491","M48_00375","NRS1_00833","P10_00261","R50_00255","V521_00413"
"group_2254","","hypothetical protein","6","6","1","1","1127","","","","887","887","887","AR465_01267","M48_02510","NRS1_00052","P10_02238","R50_02183","V521_02550"
"group_2255","","hypothetical protein","6","6","1","1","2342","","","","608","608","608","AR465_00125","M48_00776","NRS1_01220","P10_00644","R50_00635","V521_00816"
"IMPDH","","Inosine-5'-monophosphate dehydrogenase","6","6","1","1","3713","","","","1298","1298","1298","AR465_01901","M48_01694","NRS1_01648","P10_01666","R50_01689","V521_01745"
"ctaB2","","Protoheme IX farnesyltransferase 2","6","6","1","1","3106","","","","911","911","911","AR465_02548","M48_01106","NRS1_02230","P10_00973","R50_01031","V521_01153"
"ribU","","Riboflavin transporter RibU","6","6","1","1","103","","","","545","545","545","AR465_02181","M48_01478","NRS1_01863","P10_01390","R50_01414","V521_01526"
"group_2259","","putative protein","6","6","1","1","2997","","","","374","374","374","AR465_02438","M48_01214","NRS1_02120","P10_01146","R50_01139","V521_01263"
"sucC","","Succinate--CoA ligase [ADP-forming] subunit beta","6","6","1","1","2977","","","","1166","1166","1166","AR465_02418","M48_01234","NRS1_02100","P10_01166","R50_01159","V521_01283"
"group_2261","","hypothetical protein","6","6","1","1","3406","","","","701","701","701","AR465_01683","M48_01984","NRS1_01429","P10_01898","R50_01897","V521_02034"
"rsbV","","Anti-sigma-B factor antagonist","6","6","1","1","1493","","","","326","326","326","AR465_01520","M48_02315","NRS1_02603","P10_02058","R50_02003","V521_02358"
"group_2263","","hypothetical protein","6","6","1","1","1077","","","","473","473","473","AR465_01216","M48_02561","NRS1_00103","P10_02289","R50_02234","V521_02601"
"group_2264","","Ferredoxin","6","6","1","1","98","","","","248","248","248","AR465_02182","M48_01477","NRS1_01864","P10_01389","R50_01413","V521_01525"
"ugpQ","","Glycerophosphodiester phosphodiesterase, cytoplasmic","6","6","1","1","2591","","","","743","743","743","AR465_00780","M48_00031","NRS1_00543","P10_02725","R50_02667","V521_00072"
"yfmC_1","","Fe(3+)-citrate-binding protein YfmC","6","6","1","1","3186","","","","959","959","959","AR465_02626","M48_01030","NRS1_02308","P10_00896","R50_00954","V521_01075"
"group_2267","","hypothetical protein","6","6","1","1","2986","","","","332","332","332","AR465_02427","M48_01225","NRS1_02109","P10_01157","R50_01150","V521_01274"
"trxA","","Thioredoxin","6","6","1","1","3078","","","","314","314","314","AR465_02520","M48_01134","NRS1_02202","P10_01066","R50_01059","V521_01181"
"rplF","","50S ribosomal protein L6","6","6","1","1","1147","","","","536","536","536","AR465_01287","M48_02491","NRS1_00032","P10_02218","R50_02163","V521_02530"
"mhqR","","HTH-type transcriptional regulator MhqR","6","6","1","1","2214","","","","434","434","434","AR465_01010","M48_02767","NRS1_00312","P10_02498","R50_02443","V521_02806"
"qoxD","","Quinol oxidase subunit 4","6","6","1","1","3165","","","","290","290","290","AR465_02606","M48_01050","NRS1_02288","P10_00916","R50_00974","V521_01096"
"yajC","","Sec translocon accessory complex subunit YajC","6","6","1","1","3774","","","","260","260","260","AR465_01963","M48_01629","NRS1_01711","P10_01610","R50_01632","V521_01679"
"group_2273","","hypothetical protein","6","6","1","1","1504","","","","254","254","254","AR465_01536","M48_02299","NRS1_02587","P10_02042","R50_01989","V521_02342"
"sodM","","Superoxide dismutase [Mn/Fe] 2","6","6","1","1","283","","","","599","599","599","AR465_00691","M48_00106","NRS1_00631","P10_00057","R50_00061","V521_00148"
"rplL","","50S ribosomal protein L7/L12","6","6","1","1","1890","","","","368","368","368","AR465_00297","M48_00595","NRS1_01048","P10_00448","R50_00457","V521_00633"
"group_2276","","hypothetical protein","6","6","1","1","1936","","","","452","452","452","AR465_00253","M48_00639","NRS1_01092","P10_00492","R50_00501","V521_00679"
"msrA1","","Peptide methionine sulfoxide reductase MsrA 1","6","6","1","1","2851","","","","509","509","509","AR465_02300","M48_01357","NRS1_01983","P10_01269","R50_01279","V521_01404"
"rpmI","","50S ribosomal protein L35","6","6","1","1","3738","","","","200","200","200","AR465_01925","M48_01668","NRS1_01673","P10_01642","R50_01664","V521_01718"
"dtpT","","Di-/tripeptide transporter","6","6","1","1","2331","","","","1505","1505","1505","AR465_00114","M48_00787","NRS1_01231","P10_00655","R50_00646","V521_00827"
"ftsA","","Cell division protein FtsA","6","6","1","1","3038","","","","1412","1412","1412","AR465_02478","M48_01173","NRS1_02160","P10_01106","R50_01099","V521_01222"
"group_2281","","hypothetical protein","6","6","1","1","1473","","","","209","209","209","AR465_01500","M48_02334","NRS1_02623","P10_02077","R50_02022","V521_02377"
